transaction_id,amount,is_cross_border,is_suspicious,source_txn_count_1h,source_txn_amount_1h,source_txn_count_24h,source_txn_amount_24h,dest_txn_count_1h,dest_txn_amount_1h,dest_txn_count_24h,dest_txn_amount_24h,dest_pass_through_ratio_1h,ip_sharing_count_1h,device_sharing_count_1h,source_owner_type,source_owner_age,source_owner_income,source_owner_risk,source_initial_balance,source_account_age_days,source_bank_risk_score,source_doc_rejected_or_missing,source_in_watchlist,dest_owner_type,dest_owner_age,dest_owner_income,dest_owner_risk,dest_initial_balance,dest_account_age_days,dest_bank_risk_score,dest_doc_rejected_or_missing,dest_in_watchlist,has_relationship,mismatch_cross_border_source,mismatch_cross_border_dest,mismatch_country_source,mismatch_country_dest,amt_to_expected_outflow_ratio_source,amt_to_expected_inflow_ratio_dest
TXN-00011585,1698770,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,23,19.73,0,0,0,70.51882272416154,178660125.0,0,113199400.0,553,5.0,0,0,0,0,0,0,0,0.0,0.11410067594493221
TXN-00011586,1626817,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,10.5,0,0,0,28.88432580424367,162521326.0,0,22152110.0,1221,5.0,0,0,0,0,0,0,0,0.0,0.12011842188134879
TXN-00011587,695773,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,59.26078028747433,164134440.0,0,48332930.0,294,5.0,0,0,0,20.279260780287473,31691395.0,1,12644022.0,41,5.0,0,0,0,0,0,0,0,0.0551174777428208,0.263455674456417
TXN-00011588,1872859,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,19.865845311430526,313682036.0,1,31126409.0,452,5.0,0,0,0,,0.0,0,0.0,23,5.5,0,0,0,0,0,0,0,0.08188138861178912,0.0
TXN-00011589,223146,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,5.5,0,0,0,19.277207392197127,37529147.0,0,13291365.0,956,5.0,0,0,0,0,0,0,0,0.0,0.0713512829072324
TXN-00011590,7061454,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,35.1895961670089,560428168.0,0,24371874.0,85,5.0,0,0,0,25.861738535249827,147460707.0,0,19396170.0,324,5.0,0,0,0,0,0,0,0,0.20336170624160496,0.5746442659055798
TXN-00011591,1420738,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,31.46611909650924,122291319.0,0,34325055.0,23,5.0,0,0,0,20.588637919233403,189891764.0,1,54504999.0,984,5.0,0,0,0,0,0,0,0,0.16864772288336566,0.08978197031365595
TXN-00011592,2277308,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,20.15605749486653,369925267.0,1,15762437.0,265,5.0,0,0,0,21.12251882272416,230599634.0,0,75807776.0,353,5.0,0,0,0,0,0,0,0,0.09895250539754843,0.11850711019348027
TXN-00011593,1282025,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,68.03832991101984,470072660.0,0,46601879.0,193,5.0,0,0,0,,0.0,0,0.0,23,10.5,0,0,0,0,0,0,0,0.03983982341544621,0.0
TXN-00011594,1639680,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,57.713894592744694,353753934.0,0,12084868.0,228,5.0,0,0,0,56.28747433264887,385328204.0,0,65527980.0,95,5.0,0,0,0,0,0,0,0,0.05919473029426281,0.05106337974810439
TXN-00011595,314351,False,0,0,0.0,0,0.0,1,695773.0,1,695773.0,0.0,0,0,0,,0.0,1,0.0,23,17.79,0,0,0,20.279260780287473,31691395.0,1,12644022.0,41,5.0,0,0,0,0,0,0,0,0.0,0.11902956096463808
TXN-00011596,1717723,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,10.5,0,0,0,65.13894592744695,74550191.0,0,48711535.0,758,5.0,0,0,0,0,0,0,0,0.0,0.27649398029622463
TXN-00011597,2727460,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,10.5,0,0,0,24.772073921971252,343075717.0,0,77287628.0,184,5.0,1,0,0,0,0,0,0,0.0,0.09540028184332347
TXN-00011598,282386,False,0,0,0.0,0,0.0,0,0.0,1,1323555.0,0.0,0,0,0,,0.0,0,0.0,23,10.5,0,0,0,21.911019849418206,54376395.0,0,6782947.0,97,5.0,1,0,0,0,0,0,0,0.0,0.062318073622832496
TXN-00011599,2703455,True,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,24,21.56,0,0,0,52.76933607118412,431929492.0,0,60972448.0,242,5.0,1,0,0,1,1,1,1,0.0,0.07510823155468375
TXN-00011600,1582295,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,5.5,0,0,0,23.953456536618756,124280341.0,0,36579206.0,772,5.0,0,0,0,0,0,0,0,0.0,0.15277991675915917
TXN-00011601,3717969,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,60.51471594798083,209388850.0,1,26149672.0,171,5.0,0,0,0,26.546201232032853,43125937.0,0,12094672.0,504,5.0,0,0,0,0,0,0,0,0.3021681681466908,1.034542832879036
TXN-00011602,2085370,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,1,0.0,23,19.73,0,0,0,36.30116358658453,262946849.0,0,78630711.0,389,5.0,0,0,0,0,0,0,0,0.0,0.09516919701078443
TXN-00011603,4124550,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,23,19.73,0,0,0,45.67008898015058,436935564.0,0,30697469.0,107,5.0,0,0,0,0,0,0,0,0.0,0.11327665696720443
TXN-00011604,1250057,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,48.67898699520876,371307141.0,1,25269676.0,468,5.0,0,0,0,,0.0,1,0.0,23,19.73,0,0,0,0,0,0,0,0.0432750549931632,0.0
TXN-00011605,1743209,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,74.36550308008214,109852273.0,1,131055193.0,487,5.0,0,0,0,,0.0,0,0.0,23,9.46,0,0,0,0,0,0,0,0.2296503528194797,0.0
TXN-00011606,1851850,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,60.4435318275154,105984047.0,0,192486961.0,854,5.0,0,0,0,,0.0,1,0.0,23,17.79,0,0,0,0,0,0,0,0.2615950226244344,0.0
TXN-00011607,1674328,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,60.158795345653665,102957791.0,1,150395936.0,16,5.0,0,0,0,,0.0,0,0.0,23,10.5,0,0,0,0,0,0,0,0.20726182897118622,0.0
TXN-00011608,3016998,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,23.460643394934976,361435078.0,0,43304923.0,252,5.0,0,0,0,37.634496919917865,282856646.0,0,78324964.0,54,5.0,0,0,0,0,0,0,0,0.13033252960833472,0.12799408028046885
TXN-00011609,25232094,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,52.86242299794661,552569689.0,1,49256084.0,17,5.0,0,0,1,,0.0,0,0.0,23,9.46,0,0,0,0,0,0,0,0.6529871644712539,0.0
TXN-00011610,1895114,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,63.83572895277207,344556045.0,1,15226195.0,105,5.0,0,0,0,28.61601642710472,123494682.0,0,54859860.0,1831,5.0,0,0,0,0,0,0,0,0.07039350424789029,0.18414857009706231
TXN-00011611,2931281,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,69.87816563997262,448725948.0,1,69087497.0,185,5.0,0,0,0,26.529774127310063,56584625.0,2,4262524.0,1213,5.0,1,0,0,0,0,0,0,0.10553749800808518,0.6216419231939704
TXN-00011612,1626239,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,20.659822039698838,413937946.0,1,55426701.0,274,5.0,0,0,0,,0.0,1,0.0,23,17.79,0,0,0,0,0,0,0,0.049940602142327366,0.0
TXN-00011613,1452615,False,0,0,0.0,0,0.0,0,0.0,2,3387294.0,0.0,0,0,0,20.67898699520876,120285062.0,0,77456702.0,282,5.0,0,0,0,65.347022587269,162405170.0,0,64354686.0,269,5.0,0,0,0,0,0,0,0,0.19818340575607293,0.10733266813282691
TXN-00011614,2021309,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,64.3668720054757,103403768.0,0,167642407.0,425,5.0,0,0,0,63.389459274469544,132183122.0,1,12520213.0,924,5.0,0,0,0,0,0,0,0,0.3263826027366736,0.1835007979838878
TXN-00011615,3310778,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,44.54209445585216,597380558.0,0,91125984.0,118,5.0,0,0,0,57.713894592744694,353753934.0,0,73717849.0,571,5.0,0,0,0,0,0,0,0,0.08113171307020782,0.11230782997835716
TXN-00011616,1833874,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,58.54620123203286,254854229.0,0,31776172.0,516,5.0,0,0,0,64.63244353182752,372735321.0,0,34862787.0,57,5.0,0,0,0,0,0,0,0,0.11718893131368552,0.05904052364107643
TXN-00011617,3691136,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,46.83915126625599,348737813.0,1,3679379.0,757,5.0,0,0,0,63.72621492128679,382281203.0,0,37215509.0,334,5.0,0,0,0,0,0,0,0,0.16973354516672684,0.11586662626080751
TXN-00011618,6332478,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,10.5,0,0,0,58.83915126625599,438008695.0,0,27388027.0,419,5.0,0,0,0,0,0,0,0,0.0,0.1734891066818291
TXN-00011619,1391546,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,5.5,0,0,0,32.596851471594796,250837152.0,1,30896518.0,225,5.0,0,0,0,0,0,0,0,0.0,0.06657128685626282
TXN-00011620,2057274,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,5.5,0,0,0,69.84804928131418,345871450.0,0,23347705.0,522,5.0,0,0,0,0,0,0,0,0.0,0.07137706426410922
TXN-00011621,1497791,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,59.15947980835045,240373485.0,0,31857074.0,117,5.0,0,0,0,53.74127310061601,235678535.0,0,96214798.0,49,5.0,1,0,0,0,0,0,0,0.09163281754437011,0.07626274848869981
TXN-00011622,1118567,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,23,19.73,0,0,0,50.26420260095825,191686370.0,0,58733803.0,307,5.0,0,0,0,0,0,0,0,0.0,0.07002482304844965
TXN-00011623,1501518,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,77.95208761122518,67433938.0,1,130081389.0,358,5.0,0,0,0,62.72142368240931,174599014.0,0,177768927.0,802,5.0,0,0,0,0,0,0,0,0.30726298367504634,0.10319770208998442
TXN-00011624,453461,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,24.763860369609855,43712172.0,0,2068086.0,866,5.0,0,0,0,43.507186858316224,394739628.0,0,10377708.0,644,5.0,0,0,0,0,0,0,0,0.14573649539629113,0.013785117110157483
TXN-00011625,241323,False,0,0,0.0,0,0.0,0,0.0,1,3242116.0,0.0,0,0,0,19.60574948665298,41889017.0,1,1048704.0,63,5.0,0,0,0,80.2737850787132,140874328.0,0,21282353.0,164,5.0,0,0,0,0,0,0,0,0.07878051678749765,0.020556450017108867
TXN-00011626,3323229,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,10.5,0,0,0,29.88637919233402,405335402.0,0,5506871.0,612,5.0,0,0,0,0,0,0,0,0.0,0.09838456744710676
TXN-00011627,1822890,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,37.95208761122519,239705208.0,2,32021867.0,1341,5.0,1,0,0,26.48870636550308,410229575.0,0,47967510.0,52,5.0,0,0,0,0,0,0,0,0.12857826042795234,0.053323021838572314
TXN-00011628,2746247,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,23.33744010951403,311164015.0,0,64663042.0,91,5.0,0,0,0,,0.0,0,0.0,23,9.46,0,0,0,0,0,0,0,0.11568612954965031,0.0
TXN-00011629,217820,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,23,17.79,0,0,0,19.529089664613277,38937628.0,0,8073934.0,144,5.0,0,0,0,0,0,0,0,0.0,0.06712890339687907
TXN-00011630,1816942,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,9.46,0,0,0,45.59342915811088,181552225.0,0,78447493.0,70,5.0,0,0,0,0,0,0,0,0.0,0.1200938414282383
TXN-00011631,1518509,False,0,0,0.0,0,0.0,0,0.0,1,1735263.0,0.0,0,0,0,60.7501711156742,192870490.0,0,45844761.0,302,5.0,0,0,0,49.1170431211499,231001199.0,1,64827047.0,279,5.0,0,0,0,0,0,0,0,0.12464217401586004,0.07888317873066523
TXN-00011632,1564264,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,64.5448323066393,81259406.0,0,93225259.0,1041,5.0,0,0,0,,0.0,0,0.0,23,5.5,0,0,0,0,0,0,0,0.24556858056429798,0.0
TXN-00011633,302500,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,18.9596167008898,35409406.0,0,4490634.0,1329,5.0,0,0,1,,0.0,1,0.0,23,17.79,0,0,0,0,0,0,0,0.11557482524322292,0.0
TXN-00011634,1990223,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,69.55236139630391,113978436.0,0,128893620.0,940,5.0,0,0,0,24.640657084188913,334930113.0,0,63801480.0,113,5.0,0,0,0,0,0,0,0,0.2959170109723844,0.07130644786710483
TXN-00011635,30406132,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,23,17.79,0,0,1,14.77344284736482,8000000000.0,0,512343452.0,2512,5.0,0,0,0,0,0,0,0,0.0,0.0038007665
TXN-00011636,1001036,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,23,17.79,0,0,0,58.54346338124572,424634715.0,0,40186157.0,311,5.0,0,0,0,0,0,0,0,0.0,0.02828886019096809
TXN-00011637,1919867,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,70.13552361396304,380461125.0,0,40772897.0,317,5.0,0,0,0,59.98083504449008,178249068.0,1,194759734.0,555,5.0,1,0,0,0,0,0,0,0.06785096478563106,0.12924838406448216
TXN-00011638,3172038,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,51.110198494182065,454394098.0,1,56055832.0,719,5.0,0,0,0,49.81519507186858,298760339.0,1,62131125.0,483,5.0,0,0,0,0,0,0,0,0.1030913380913381,0.1274080004357205
TXN-00011639,1350656,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,79.88501026694045,137967438.0,0,189872488.0,1234,5.0,0,0,0,,0.0,1,0.0,23,17.79,0,0,0,0,0,0,0,0.13860409319727995,0.0
TXN-00011640,180313,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,22.67488021902806,57243377.0,0,2054833.0,58,5.0,0,0,0,70.23956194387407,225159662.0,1,56857193.0,55,5.0,0,0,0,0,0,0,0,0.04028198484049998,0.009609874166624696
TXN-00011641,1904569,True,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,26.836413415468858,413555459.0,0,74909104.0,466,5.0,0,0,0,,0.0,1,0.0,24,27.66,0,0,0,1,1,1,1,0.06001320904479259,0.0
TXN-00011642,1650577,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,66.05065023956195,467806376.0,1,55713033.0,216,5.0,0,0,0,40.72826830937714,298816876.0,0,52351905.0,527,5.0,0,0,0,0,0,0,0,0.05424060760316958,0.06628449012075864
TXN-00011643,1943398,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,9.46,0,0,0,49.11430527036276,193215362.0,0,65588710.0,73,5.0,0,0,0,0,0,0,0,0.0,0.12069835441654328
TXN-00011644,2774682,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,1,0.0,23,19.73,0,0,0,38.03696098562629,417570360.0,1,18233359.0,620,5.0,0,0,0,0,0,0,0,0.0,0.07973790093722169
TXN-00011645,488465,False,0,0,0.0,1,335272.0,0,0.0,0,0.0,0.0,0,0,0,21.281314168377822,30237294.0,0,1543266.0,290,5.0,0,0,0,22.2258726899384,239563761.0,1,41998405.0,16,5.0,0,0,0,0,0,0,0,0.22244187179690353,0.024467724983702876
TXN-00011646,2160237,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,40.60506502395619,222040623.0,0,23295833.0,235,5.0,0,0,0,70.10266940451746,156107208.0,0,18309810.0,19,5.0,0,0,0,0,0,0,0,0.15988654333759997,0.1660579567856982
TXN-00011647,444314,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,26.8911704312115,41320637.0,0,11943861.0,111,5.0,0,0,0,,0.0,1,0.0,23,17.79,0,0,0,0,0,0,0,0.15737739525417438,0.0
TXN-00011648,226360,False,0,0,0.0,0,0.0,0,0.0,1,3447857.0,0.0,0,0,0,24.205338809034906,44156054.0,2,13907331.0,72,5.0,0,0,0,55.69883641341547,257191305.0,0,4055199.0,516,5.0,0,0,0,0,0,0,0,0.06713364031245199,0.010561477166007981
TXN-00011649,212930,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,21.352498288843258,42130528.0,0,9725049.0,372,5.0,0,0,1,,0.0,0,0.0,23,10.5,0,0,0,0,0,0,0,0.07188631611073187,0.0
TXN-00011650,2398535,False,0,0,0.0,1,1737216.0,0,0.0,0,0.0,0.0,0,0,0,62.362765229295,446937797.0,1,36009602.0,187,5.0,0,0,1,8.49555099247091,2515740670.0,0,625659505.0,2544,5.0,0,0,0,0,0,0,0,0.06809580890820432,0.0009534110683991924
TXN-00011651,4581885,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,55.52361396303901,441242677.0,0,54472893.0,182,5.0,0,0,0,47.43874058863792,199781641.0,0,74817378.0,1268,5.0,0,0,0,0,0,0,0,0.14784251634149317,0.275213578184662
TXN-00011652,2791591,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,27.529089664613277,447237151.0,0,58294812.0,648,5.0,0,0,0,52.238193018480494,324824800.0,0,32973702.0,377,5.0,0,0,0,0,0,0,0,0.0903398944311696,0.10312972535508035
TXN-00011653,1686744,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,57.96577686516085,129819529.0,0,20473881.0,715,5.0,0,0,0,63.238877481177276,237174075.0,2,75591809.0,249,5.0,1,0,0,0,0,0,0,0.20112288195717137,0.08534207735827043
TXN-00011654,6373559,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,1,0.0,23,17.79,0,0,0,63.35934291581109,337084536.0,2,64269105.0,355,5.0,0,0,0,0,0,0,0,0.0,0.22689473954391073
TXN-00011655,317583,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,22.455852156057496,58147340.0,0,5628070.0,124,5.0,0,0,0,54.902121834360024,126898005.0,0,79475144.0,854,5.0,1,0,0,0,0,0,0,0.07075547994433723,0.03003196362533574
TXN-00011656,942046,False,0,0,0.0,0,0.0,0,0.0,1,598066.0,0.0,0,0,0,64.90075290896647,175038014.0,1,164560112.0,1019,5.0,0,0,1,3.0116358658453115,752839493.0,0,168143739.0,343,5.0,0,0,0,0,0,0,0,0.07182277687910507,0.0012513238329806909
TXN-00011657,2853123,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,26.546201232032853,387414197.0,0,15273222.0,852,5.0,0,0,0,74.98425735797399,128936947.0,0,175660076.0,124,5.0,0,0,0,0,0,0,0,0.11738348072971773,0.2655365948656762
TXN-00011658,2309509,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,59.52908966461328,425340093.0,1,69506795.0,229,5.0,0,0,0,28.947296372347708,399762436.0,0,95501476.0,711,5.0,0,0,0,0,0,0,0,0.07900884601418945,0.06932644436183538
TXN-00011659,302688,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,25.05681040383299,38209850.0,1,3575272.0,433,5.0,0,0,0,22.715947980835043,170417600.0,0,43080929.0,126,5.0,0,0,0,0,0,0,0,0.10651176162377231,0.021313855907552078
TXN-00011660,1889980,False,0,0,0.0,0,0.0,0,0.0,1,1641917.0,0.0,0,0,0,66.01779603011636,422717988.0,1,78147933.0,1609,5.0,0,0,0,24.06297056810404,464558856.0,1,18663058.0,273,5.0,0,0,0,0,0,0,0,0.07568376904352923,0.048819992789029945
TXN-00011661,1886532,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,23,19.73,0,0,0,63.507186858316224,130682235.0,1,63518187.0,139,5.0,0,0,0,0,0,0,0,0.0,0.17323230291934408
TXN-00011662,3106213,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,34.46406570841889,555404277.0,2,81159793.0,423,5.0,0,0,0,66.05065023956195,330955406.0,1,92606737.0,1290,5.0,0,0,0,0,0,0,0,0.07501146345781935,0.11262712604022021
TXN-00011663,2215812,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,23,5.5,0,0,0,75.7262149212868,92402412.0,0,31770756.0,475,5.0,0,0,0,0,0,0,0,0.0,0.2877602805433261
TXN-00011664,228476,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,24.93908281998631,57285331.0,0,4893668.0,1139,5.0,1,0,0,21.35523613963039,530383322.0,1,69537597.0,257,5.0,0,0,0,0,0,0,0,0.05294799520382137,0.005169302835541661
TXN-00011665,1609593,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,10.5,0,0,0,45.295003422313485,353618398.0,0,41020903.0,996,5.0,0,0,0,0,0,0,0,0.0,0.05462135639846873
TXN-00011666,256660,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,5.5,0,0,0,24.435318275154003,61645301.0,1,7936298.0,242,5.0,1,0,0,0,0,0,0,0.0,0.0499619630344544
TXN-00011667,2274684,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,76.9801505817933,171594757.0,0,88835499.0,41,5.0,0,0,0,,0.0,1,0.0,23,17.79,0,0,0,0,0,0,0,0.2141426054617622,0.0
TXN-00011668,1206935,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1,,0.0,0,0.0,23,5.5,0,0,0,49.89733059548254,376120179.0,0,11704170.0,255,5.0,0,0,0,0,0,0,0,0.0,0.03850689466868696
TXN-00011669,2622916,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,28.210814510609172,277871177.0,0,78553398.0,710,5.0,0,0,0,63.397672826830934,113803762.0,0,149910960.0,937,5.0,0,0,0,0,0,0,0,0.11984724857910437,0.276572533390639
TXN-00011670,1157884,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,34.23682409308692,135248759.0,0,44050731.0,99,5.0,0,0,0,27.789185489390828,68425472.0,0,4855652.0,423,5.0,0,0,0,0,0,0,0,0.13946597008600903,0.20306194781521686
TXN-00011671,2635206,False,0,0,0.0,0,0.0,0,0.0,1,1943398.0,0.0,0,0,0,56.38603696098563,177049108.0,0,64670030.0,1151,5.0,0,0,0,49.11430527036276,193215362.0,0,65588710.0,73,5.0,0,0,0,0,0,0,0,0.24166621653929668,0.16366437947790485
TXN-00011672,2468765,False,0,0,0.0,1,2435459.0,0,0.0,0,0.0,0.0,0,0,0,21.319644079397673,409847504.0,0,34406683.0,72,5.0,0,0,0,42.20123203285421,483581115.0,0,28954865.0,658,5.0,0,0,0,0,0,0,0,0.09612777294086314,0.06126207013643659
TXN-00011673,2678527,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,69.84804928131418,345871450.0,0,32465443.0,252,5.0,0,0,0,56.473648186173854,250745508.0,1,19089184.0,1059,5.0,0,0,0,0,0,0,0,0.12807351828776734,0.12818703815025073
TXN-00011674,1793920,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,70.30800821355236,184848016.0,0,20276194.0,214,5.0,0,0,0,57.804243668720055,423386018.0,0,77573392.0,43,5.0,0,0,0,0,0,0,0,0.12703776709483042,0.05084494807688689
TXN-00011675,242658,False,0,0,0.0,0,0.0,0,0.0,1,2575843.0,0.0,0,0,0,24.648870636550306,24381497.0,0,9591376.0,198,5.0,0,0,0,62.275154004106774,77551586.0,2,132030778.0,30,5.0,0,0,0,0,0,0,0,0.16574558464631065,0.03754785975744867
TXN-00011676,405404,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,10.5,0,0,0,25.571526351813826,59469010.0,0,12718464.0,438,5.0,0,0,0,0,0,0,0,0.0,0.08180477223427332
TXN-00011677,1337753,False,0,0,0.0,1,1281700.0,0,0.0,0,0.0,0.0,0,0,0,62.535249828884325,126895856.0,2,144379198.0,26,5.0,0,0,0,,0.0,0,0.0,23,10.5,0,0,0,0,0,0,0,0.15906855182246193,0.0
TXN-00011678,323835,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,20.435318275154003,63681301.0,0,5403607.0,1621,5.0,1,0,1,,0.0,1,0.0,23,17.79,0,0,0,0,0,0,0,0.08146917474708416,0.0
TXN-00011679,799005,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,25.571526351813826,59469010.0,0,11955454.0,757,5.0,0,0,1,2.965092402464066,3341613205.0,0,141861190.0,194,5.0,0,0,0,0,0,0,0,0.1804258384442377,0.00023910756601166832
TXN-00011680,1643875,False,0,0,0.0,0,0.0,0,0.0,1,3093282.0,0.0,0,0,0,20.517453798767967,463901055.0,0,74890073.0,1858,5.0,0,0,0,50.60643394934976,130229250.0,0,24437658.0,1140,5.0,0,0,0,0,0,0,0,0.06055898573226428,0.15147519400481202
TXN-00011681,10675554,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,1,0.0,23,19.73,0,0,0,33.908281998631075,365164385.0,1,20816481.0,229,5.0,0,0,0,0,0,0,0,0.0,0.3508191242530282
TXN-00011682,6269373,False,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,,0.0,0,0.0,23,9.46,0,0,0,46.04791238877481,187424766.0,1,12628463.0,149,5.0,1,0,0,0,0,0,0,0.0,0.40140094617167976
TXN-00011683,2671947,False,0,0,0.0,1,3717969.0,0,0.0,0,0.0,0.0,0,0,0,60.51471594798083,209388850.0,1,26149672.0,171,5.0,0,0,0,,0.0,0,0.0,23,5.5,0,0,0,0,0,0,0,0.2171554766527225,0.0
