account_id,owner_entity_id,owner_entity_type,account_type,currency,opened_at,status,home_branch,initial_balance,bank_id
ACCT-000644,CUST-000536,CUSTOMER,SAVINGS,VND,2024-10-26T09:59:59Z,ACTIVE,BR-463,61952433,BANK-ACB-004
ACCT-000645,CUST-000537,CUSTOMER,SAVINGS,VND,2025-06-09T03:59:59Z,ACTIVE,BR-480,12803335,BANK-ACB-004
ACCT-000646,CUST-000538,CUSTOMER,PAYMENT,VND,2023-02-21T06:59:59Z,ACTIVE,BR-575,45916613,BANK-VPB-005
ACCT-000647,CUST-000539,CUSTOMER,PAYMENT,VND,2025-05-19T02:59:59Z,ACTIVE,BR-140,73043219,BANK-VCB-001
ACCT-000648,CUST-000540,CUSTOMER,PAYMENT,VND,2024-01-16T23:59:59Z,ACTIVE,BR-236,58227412,BANK-VPB-005
ACCT-000649,CUST-000541,CUSTOMER,SAVINGS,VND,2024-12-30T02:59:59Z,ACTIVE,BR-679,73082941,BANK-TCB-002
ACCT-000650,CUST-000542,CUSTOMER,PAYMENT,VND,2023-06-17T11:59:59Z,ACTIVE,BR-544,17527296,BANK-TCB-002
ACCT-000651,CUST-000543,CUSTOMER,SAVINGS,VND,2025-07-18T05:59:59Z,ACTIVE,BR-557,8029571,BANK-VCB-001
ACCT-000652,CUST-000544,CUSTOMER,SAVINGS,VND,2025-06-26T07:59:59Z,ACTIVE,BR-960,52403097,BANK-MBB-003
ACCT-000653,CUST-000545,CUSTOMER,PAYMENT,VND,2024-07-16T01:59:59Z,ACTIVE,BR-238,64728006,BANK-TCB-002
ACCT-000654,CUST-000545,CUSTOMER,PAYMENT,VND,2023-09-29T23:59:59Z,ACTIVE,BR-796,71981950,BANK-ACB-004
ACCT-000655,CUST-000546,CUSTOMER,PAYMENT,VND,2025-08-03T08:59:59Z,ACTIVE,BR-637,178741794,BANK-VPB-005
ACCT-000656,CUST-000547,CUSTOMER,SAVINGS,VND,2021-07-11T10:59:59Z,ACTIVE,BR-772,23995196,BANK-VPB-005
ACCT-000657,CUST-000548,CUSTOMER,SAVINGS,VND,2022-06-22T11:59:59Z,ACTIVE,BR-733,72098790,BANK-ACB-004
ACCT-000658,CUST-000549,CUSTOMER,PAYMENT,VND,2024-10-04T07:59:59Z,ACTIVE,BR-933,33895463,BANK-ACB-004
ACCT-000659,CUST-000550,CUSTOMER,PAYMENT,VND,2022-10-19T08:59:59Z,ACTIVE,BR-902,14185243,BANK-VPB-005
ACCT-000660,CUST-000551,CUSTOMER,PAYMENT,VND,2023-02-02T01:59:59Z,ACTIVE,BR-454,91883707,BANK-VCB-001
ACCT-000661,CUST-000552,CUSTOMER,PAYMENT,VND,2024-05-17T11:59:59Z,ACTIVE,BR-946,15567769,BANK-VPB-005
ACCT-000662,CUST-000553,CUSTOMER,PAYMENT,VND,2025-05-08T23:59:59Z,ACTIVE,BR-860,41288068,BANK-VPB-005
ACCT-000663,CUST-000554,CUSTOMER,PAYMENT,VND,2025-03-24T00:59:59Z,ACTIVE,BR-724,52508237,BANK-MBB-003
ACCT-000664,CUST-000555,CUSTOMER,PAYMENT,VND,2025-04-28T08:59:59Z,ACTIVE,BR-532,37373077,BANK-TCB-002
ACCT-000665,CUST-000556,CUSTOMER,PAYMENT,VND,2024-06-04T08:59:59Z,ACTIVE,BR-746,59042635,BANK-TCB-002
ACCT-000666,CUST-000557,CUSTOMER,PAYMENT,VND,2025-06-19T11:59:59Z,ACTIVE,BR-372,132179477,BANK-TCB-002
ACCT-000667,CUST-000557,CUSTOMER,PAYMENT,VND,2025-03-22T05:59:59Z,ACTIVE,BR-158,188436827,BANK-ACB-004
ACCT-000668,CUST-000558,CUSTOMER,PAYMENT,VND,2023-06-08T10:59:59Z,ACTIVE,BR-995,18561743,BANK-MBB-003
ACCT-000669,CUST-000559,CUSTOMER,PAYMENT,VND,2025-08-29T06:59:59Z,ACTIVE,BR-576,15284190,BANK-VPB-005
ACCT-000670,CUST-000559,CUSTOMER,PAYMENT,VND,2025-07-19T23:59:59Z,ACTIVE,BR-686,49776626,BANK-VPB-005
ACCT-000671,CUST-000560,CUSTOMER,SAVINGS,VND,2023-06-20T10:59:59Z,ACTIVE,BR-628,66931402,BANK-VCB-001
ACCT-000672,CUST-000561,CUSTOMER,SAVINGS,VND,2023-06-28T09:59:59Z,ACTIVE,BR-180,50224860,BANK-TCB-002
ACCT-000673,CUST-000562,CUSTOMER,PAYMENT,VND,2025-09-30T08:59:59Z,ACTIVE,BR-135,9342687,BANK-MBB-003
ACCT-000674,CUST-000563,CUSTOMER,PAYMENT,VND,2025-07-22T05:59:59Z,ACTIVE,BR-585,88092922,BANK-VCB-001
ACCT-000675,CUST-000564,CUSTOMER,SAVINGS,VND,2022-10-09T06:59:59Z,ACTIVE,BR-385,37462133,BANK-VCB-001
ACCT-000676,CUST-000565,CUSTOMER,PAYMENT,VND,2025-09-20T04:59:59Z,ACTIVE,BR-925,46978063,BANK-VCB-001
ACCT-000677,CUST-000566,CUSTOMER,SAVINGS,VND,2025-06-02T02:59:59Z,ACTIVE,BR-701,101339247,BANK-MBB-003
ACCT-000678,CUST-000566,CUSTOMER,PAYMENT,VND,2025-06-30T10:59:59Z,ACTIVE,BR-515,103668201,BANK-ACB-004
ACCT-000679,CUST-000567,CUSTOMER,PAYMENT,VND,2024-07-09T23:59:59Z,ACTIVE,BR-338,56250609,BANK-TCB-002
ACCT-000680,CUST-000568,CUSTOMER,PAYMENT,VND,2025-09-18T03:59:59Z,ACTIVE,BR-155,49664159,BANK-VCB-001
ACCT-000681,CUST-000569,CUSTOMER,PAYMENT,VND,2022-11-20T03:59:59Z,ACTIVE,BR-967,58146274,BANK-MBB-003
ACCT-000682,CUST-000570,CUSTOMER,PAYMENT,VND,2021-06-20T08:59:59Z,ACTIVE,BR-507,54109230,BANK-TCB-002
ACCT-000683,CUST-000571,CUSTOMER,PAYMENT,VND,2021-03-02T11:59:59Z,ACTIVE,BR-537,63406300,BANK-VPB-005
ACCT-000684,CUST-000572,CUSTOMER,PAYMENT,VND,2024-07-02T11:59:59Z,ACTIVE,BR-740,70155316,BANK-VPB-005
ACCT-000685,CUST-000572,CUSTOMER,PAYMENT,VND,2025-09-27T02:59:59Z,ACTIVE,BR-253,46464973,BANK-MBB-003
ACCT-000686,CUST-000573,CUSTOMER,PAYMENT,VND,2023-11-27T03:59:59Z,ACTIVE,BR-889,63143195,BANK-MBB-003
ACCT-000687,CUST-000574,CUSTOMER,PAYMENT,VND,2024-09-11T02:59:59Z,ACTIVE,BR-117,8289151,BANK-VPB-005
ACCT-000688,CUST-000575,CUSTOMER,PAYMENT,VND,2021-07-13T04:59:59Z,ACTIVE,BR-383,1773329,BANK-VPB-005
ACCT-000689,CUST-000575,CUSTOMER,SAVINGS,VND,2025-05-28T05:59:59Z,ACTIVE,BR-715,10542398,BANK-TCB-002
ACCT-000690,CUST-000576,CUSTOMER,PAYMENT,VND,2024-05-31T09:59:59Z,ACTIVE,BR-898,53853935,BANK-VCB-001
ACCT-000691,CUST-000577,CUSTOMER,PAYMENT,VND,2024-01-06T06:59:59Z,ACTIVE,BR-733,9635678,BANK-MBB-003
ACCT-000692,CUST-000578,CUSTOMER,PAYMENT,VND,2024-09-19T01:59:59Z,ACTIVE,BR-628,42616658,BANK-TCB-002
ACCT-000693,CUST-000579,CUSTOMER,PAYMENT,VND,2025-09-15T10:59:59Z,ACTIVE,BR-920,18154594,BANK-VPB-005
ACCT-000694,CUST-000579,CUSTOMER,PAYMENT,VND,2025-08-17T04:59:59Z,ACTIVE,BR-979,17759388,BANK-ACB-004
ACCT-000695,CUST-000580,CUSTOMER,PAYMENT,VND,2023-05-06T02:59:59Z,ACTIVE,BR-937,25320489,BANK-TCB-002
ACCT-000696,CUST-000581,CUSTOMER,PAYMENT,VND,2025-02-26T01:59:59Z,ACTIVE,BR-992,32531786,BANK-TCB-002
ACCT-000697,CUST-000582,CUSTOMER,PAYMENT,VND,2023-10-20T06:59:59Z,ACTIVE,BR-811,42137973,BANK-VCB-001
ACCT-000698,CUST-000583,CUSTOMER,PAYMENT,VND,2025-04-16T01:59:59Z,ACTIVE,BR-623,19514516,BANK-TCB-002
ACCT-000699,CUST-000584,CUSTOMER,SAVINGS,VND,2024-02-22T23:59:59Z,ACTIVE,BR-991,60392668,BANK-TCB-002
ACCT-000700,CUST-000585,CUSTOMER,PAYMENT,VND,2025-04-26T00:59:59Z,ACTIVE,BR-274,185998189,BANK-VPB-005
ACCT-000701,CUST-000586,CUSTOMER,PAYMENT,VND,2024-02-08T05:59:59Z,ACTIVE,BR-560,16983109,BANK-ACB-004
ACCT-000702,CUST-000587,CUSTOMER,PAYMENT,VND,2024-12-16T10:59:59Z,ACTIVE,BR-735,4056294,BANK-ACB-004
ACCT-000703,CUST-000588,CUSTOMER,PAYMENT,VND,2023-06-17T06:59:59Z,ACTIVE,BR-333,3005468,BANK-TCB-002
ACCT-000704,CUST-000589,CUSTOMER,PAYMENT,VND,2025-07-01T04:59:59Z,ACTIVE,BR-470,4675938,BANK-TCB-002
ACCT-000705,CUST-000590,CUSTOMER,PAYMENT,VND,2023-09-15T02:59:59Z,ACTIVE,BR-978,27490687,BANK-VPB-005
ACCT-000706,CUST-000591,CUSTOMER,PAYMENT,VND,2023-05-06T10:59:59Z,ACTIVE,BR-889,50519657,BANK-VCB-001
ACCT-000707,CUST-000592,CUSTOMER,PAYMENT,VND,2025-10-12T23:59:59Z,ACTIVE,BR-912,2236948,BANK-MBB-003
ACCT-000708,CUST-000593,CUSTOMER,SAVINGS,VND,2025-09-16T00:59:59Z,ACTIVE,BR-269,62594000,BANK-VPB-005
ACCT-000709,CUST-000594,CUSTOMER,PAYMENT,VND,2025-09-12T07:59:59Z,ACTIVE,BR-397,76962567,BANK-TCB-002
ACCT-000710,CUST-000595,CUSTOMER,SAVINGS,VND,2024-05-25T01:59:59Z,ACTIVE,BR-299,17986419,BANK-ACB-004
ACCT-000711,CUST-000596,CUSTOMER,PAYMENT,VND,2025-05-21T06:59:59Z,ACTIVE,BR-973,75220675,BANK-ACB-004
ACCT-000712,CUST-000597,CUSTOMER,SAVINGS,VND,2025-03-20T10:59:59Z,ACTIVE,BR-999,187098654,BANK-ACB-004
ACCT-000713,CUST-000598,CUSTOMER,PAYMENT,VND,2025-06-02T01:59:59Z,ACTIVE,BR-358,21663467,BANK-TCB-002
ACCT-000714,CUST-000598,CUSTOMER,PAYMENT,VND,2023-10-30T02:59:59Z,ACTIVE,BR-502,77653674,BANK-TCB-002
ACCT-000715,CUST-000599,CUSTOMER,PAYMENT,VND,2023-05-29T01:59:59Z,ACTIVE,BR-450,18962369,BANK-MBB-003
ACCT-000716,CUST-000600,CUSTOMER,SAVINGS,VND,2025-08-22T07:59:59Z,ACTIVE,BR-386,14145834,BANK-VPB-005
ACCT-000717,CUST-000601,CUSTOMER,PAYMENT,VND,2023-01-07T03:59:59Z,ACTIVE,BR-553,42988040,BANK-VCB-001
ACCT-000718,CUST-000602,CUSTOMER,PAYMENT,VND,2025-01-29T03:59:59Z,ACTIVE,BR-569,10938596,BANK-MBB-003
ACCT-000719,CUST-000603,CUSTOMER,PAYMENT,VND,2025-09-06T10:59:59Z,ACTIVE,BR-873,48183141,BANK-TCB-002
ACCT-000720,CUST-000604,CUSTOMER,PAYMENT,VND,2024-08-31T08:59:59Z,ACTIVE,BR-406,22206597,BANK-MBB-003
ACCT-000721,CUST-000605,CUSTOMER,PAYMENT,VND,2025-09-20T11:59:59Z,ACTIVE,BR-690,55225527,BANK-VCB-001
ACCT-000722,CUST-000606,CUSTOMER,SAVINGS,VND,2025-08-28T04:59:59Z,ACTIVE,BR-560,78837157,BANK-VPB-005
ACCT-000723,CUST-000607,CUSTOMER,PAYMENT,VND,2025-10-05T11:59:59Z,ACTIVE,BR-903,21292656,BANK-VPB-005
ACCT-000724,CUST-000607,CUSTOMER,PAYMENT,VND,2025-07-20T09:59:59Z,ACTIVE,BR-282,60436610,BANK-ACB-004
ACCT-000725,CUST-000608,CUSTOMER,PAYMENT,VND,2022-08-18T11:59:59Z,ACTIVE,BR-277,18895741,BANK-ACB-004
ACCT-000726,CUST-000609,CUSTOMER,PAYMENT,VND,2025-02-02T02:59:59Z,ACTIVE,BR-227,130419159,BANK-ACB-004
ACCT-000727,CUST-000610,CUSTOMER,SAVINGS,VND,2024-04-12T07:59:59Z,ACTIVE,BR-630,27147889,BANK-MBB-003
ACCT-000728,CUST-000611,CUSTOMER,PAYMENT,VND,2024-09-17T05:59:59Z,ACTIVE,BR-992,28071670,BANK-VPB-005
ACCT-000729,CUST-000612,CUSTOMER,PAYMENT,VND,2025-01-20T02:59:59Z,ACTIVE,BR-236,62039522,BANK-VPB-005
ACCT-000730,CUST-000613,CUSTOMER,PAYMENT,VND,2024-04-04T23:59:59Z,ACTIVE,BR-756,7862892,BANK-ACB-004
ACCT-000731,CUST-000614,CUSTOMER,PAYMENT,VND,2020-06-17T08:59:59Z,ACTIVE,BR-136,29487993,BANK-TCB-002
ACCT-000732,CUST-000615,CUSTOMER,PAYMENT,VND,2022-09-02T04:59:59Z,ACTIVE,BR-762,18437465,BANK-VCB-001
ACCT-000733,CUST-000616,CUSTOMER,SAVINGS,VND,2025-06-19T03:59:59Z,ACTIVE,BR-795,31243608,BANK-MBB-003
ACCT-000734,CUST-000617,CUSTOMER,PAYMENT,VND,2025-09-07T00:59:59Z,ACTIVE,BR-986,24047600,BANK-ACB-004
ACCT-000735,CUST-000618,CUSTOMER,SAVINGS,VND,2023-10-02T08:59:59Z,ACTIVE,BR-422,6507679,BANK-TCB-002
ACCT-000736,CUST-000618,CUSTOMER,PAYMENT,VND,2023-06-06T11:59:59Z,ACTIVE,BR-590,27525087,BANK-TCB-002
ACCT-000737,CUST-000619,CUSTOMER,SAVINGS,VND,2025-10-09T07:59:59Z,ACTIVE,BR-957,2784923,BANK-MBB-003
ACCT-000738,CUST-000620,CUSTOMER,PAYMENT,VND,2025-10-09T07:59:59Z,ACTIVE,BR-316,85189298,BANK-MBB-003
ACCT-000739,CUST-000620,CUSTOMER,PAYMENT,VND,2025-02-06T02:59:59Z,ACTIVE,BR-150,25915898,BANK-MBB-003
ACCT-000740,CUST-000621,CUSTOMER,SAVINGS,VND,2023-06-10T23:59:59Z,ACTIVE,BR-757,67784953,BANK-ACB-004
ACCT-000741,CUST-000621,CUSTOMER,SAVINGS,VND,2021-08-29T06:59:59Z,ACTIVE,BR-208,18974122,BANK-ACB-004
ACCT-000742,CUST-000622,CUSTOMER,SAVINGS,VND,2024-09-10T23:59:59Z,ACTIVE,BR-251,77758588,BANK-MBB-003
ACCT-000743,CUST-000623,CUSTOMER,PAYMENT,VND,2021-04-07T07:59:59Z,ACTIVE,BR-478,160871981,BANK-VPB-005
ACCT-000744,CUST-000624,CUSTOMER,PAYMENT,VND,2022-06-22T09:59:59Z,ACTIVE,BR-466,48830786,BANK-VCB-001
ACCT-000745,CUST-000624,CUSTOMER,PAYMENT,VND,2022-08-12T01:59:59Z,ACTIVE,BR-492,73481316,BANK-ACB-004
ACCT-000746,CUST-000625,CUSTOMER,SAVINGS,VND,2022-01-22T23:59:59Z,ACTIVE,BR-835,81299985,BANK-VPB-005
ACCT-000747,CUST-000626,CUSTOMER,PAYMENT,VND,2025-05-28T08:59:59Z,ACTIVE,BR-897,19709195,BANK-VCB-001
ACCT-000748,CUST-000627,CUSTOMER,SAVINGS,VND,2024-11-29T08:59:59Z,ACTIVE,BR-402,34502246,BANK-ACB-004
ACCT-000749,CUST-000628,CUSTOMER,PAYMENT,VND,2025-01-05T10:59:59Z,ACTIVE,BR-813,66247838,BANK-TCB-002
ACCT-000750,CUST-000629,CUSTOMER,PAYMENT,VND,2025-02-14T11:59:59Z,ACTIVE,BR-249,5870978,BANK-VCB-001
ACCT-000751,CUST-000630,CUSTOMER,PAYMENT,VND,2023-09-14T05:59:59Z,ACTIVE,BR-375,74945984,BANK-TCB-002
ACCT-000752,CUST-000631,CUSTOMER,SAVINGS,VND,2024-08-03T08:59:59Z,ACTIVE,BR-776,64268805,BANK-VPB-005
ACCT-000753,CUST-000632,CUSTOMER,PAYMENT,VND,2025-03-29T00:59:59Z,ACTIVE,BR-806,29713819,BANK-VPB-005
ACCT-000754,CUST-000633,CUSTOMER,PAYMENT,VND,2024-03-18T09:59:59Z,ACTIVE,BR-922,169697806,BANK-MBB-003
ACCT-000755,CUST-000634,CUSTOMER,PAYMENT,VND,2025-04-11T03:59:59Z,ACTIVE,BR-145,71663564,BANK-VCB-001
ACCT-000756,CUST-000635,CUSTOMER,SAVINGS,VND,2024-07-28T08:59:59Z,ACTIVE,BR-337,89464447,BANK-VCB-001
ACCT-000757,CUST-000636,CUSTOMER,SAVINGS,VND,2024-02-09T05:59:59Z,ACTIVE,BR-252,51886451,BANK-VPB-005
ACCT-000758,CUST-000636,CUSTOMER,PAYMENT,VND,2025-07-07T01:59:59Z,ACTIVE,BR-871,6477052,BANK-MBB-003
ACCT-000759,CUST-000637,CUSTOMER,PAYMENT,VND,2025-01-10T00:59:59Z,ACTIVE,BR-761,9443606,BANK-VPB-005
ACCT-000760,CUST-000638,CUSTOMER,SAVINGS,VND,2024-04-13T02:59:59Z,ACTIVE,BR-782,39587181,BANK-MBB-003
ACCT-000761,CUST-000639,CUSTOMER,PAYMENT,VND,2024-06-07T23:59:59Z,ACTIVE,BR-411,13630191,BANK-MBB-003
ACCT-000762,CUST-000639,CUSTOMER,SAVINGS,VND,2022-06-22T00:59:59Z,ACTIVE,BR-735,75052669,BANK-VPB-005
ACCT-000763,CUST-000640,CUSTOMER,PAYMENT,VND,2024-03-02T08:59:59Z,ACTIVE,BR-738,98223503,BANK-VCB-001
ACCT-000764,CUST-000640,CUSTOMER,PAYMENT,VND,2024-06-09T04:59:59Z,ACTIVE,BR-587,48070639,BANK-VCB-001
ACCT-000765,CUST-000641,CUSTOMER,PAYMENT,VND,2022-10-14T02:59:59Z,ACTIVE,BR-412,114686795,BANK-ACB-004
ACCT-000766,CUST-000642,CUSTOMER,PAYMENT,VND,2022-02-22T02:59:59Z,ACTIVE,BR-123,65471936,BANK-MBB-003
ACCT-000767,CUST-000643,CUSTOMER,PAYMENT,VND,2025-04-10T23:59:59Z,ACTIVE,BR-219,78392616,BANK-VCB-001
ACCT-000768,CUST-000644,CUSTOMER,PAYMENT,VND,2021-04-07T05:59:59Z,ACTIVE,BR-380,27095833,BANK-TCB-002
ACCT-000769,CUST-000645,CUSTOMER,PAYMENT,VND,2024-10-11T01:59:59Z,ACTIVE,BR-942,38635946,BANK-VPB-005
ACCT-000770,CUST-000646,CUSTOMER,PAYMENT,VND,2023-03-02T09:59:59Z,ACTIVE,BR-757,72255548,BANK-VCB-001
ACCT-000771,CUST-000647,CUSTOMER,PAYMENT,VND,2025-04-06T09:59:59Z,ACTIVE,BR-560,48720160,BANK-VCB-001
ACCT-000772,CUST-000648,CUSTOMER,SAVINGS,VND,2024-01-17T03:59:59Z,ACTIVE,BR-671,56781826,BANK-VPB-005
ACCT-000773,CUST-000649,CUSTOMER,SAVINGS,VND,2021-12-24T09:59:59Z,ACTIVE,BR-716,39200986,BANK-MBB-003
ACCT-000774,CUST-000650,CUSTOMER,PAYMENT,VND,2023-08-21T08:59:59Z,ACTIVE,BR-379,43068124,BANK-VPB-005
ACCT-000775,CUST-000650,CUSTOMER,SAVINGS,VND,2020-11-26T08:59:59Z,ACTIVE,BR-526,9490826,BANK-VCB-001
ACCT-000776,CUST-000651,CUSTOMER,PAYMENT,VND,2024-05-08T05:59:59Z,ACTIVE,BR-648,17534117,BANK-VPB-005
ACCT-000777,CUST-000652,CUSTOMER,PAYMENT,VND,2022-12-26T02:59:59Z,ACTIVE,BR-876,68167989,BANK-VPB-005
ACCT-000778,CUST-000652,CUSTOMER,PAYMENT,VND,2024-02-02T03:59:59Z,ACTIVE,BR-557,36897383,BANK-VCB-001
ACCT-000779,CUST-000653,CUSTOMER,PAYMENT,VND,2024-02-07T23:59:59Z,ACTIVE,BR-384,8634544,BANK-ACB-004
ACCT-000780,CUST-000653,CUSTOMER,PAYMENT,VND,2023-06-15T23:59:59Z,ACTIVE,BR-689,19798689,BANK-VCB-001
ACCT-000781,CUST-000654,CUSTOMER,PAYMENT,VND,2025-08-08T06:59:59Z,ACTIVE,BR-118,54596879,BANK-VCB-001
ACCT-000782,CUST-000655,CUSTOMER,PAYMENT,VND,2024-12-29T08:59:59Z,ACTIVE,BR-491,16839166,BANK-VPB-005
ACCT-000783,CUST-000656,CUSTOMER,PAYMENT,VND,2025-08-15T06:59:59Z,ACTIVE,BR-807,41444712,BANK-MBB-003
ACCT-000784,CUST-000657,CUSTOMER,PAYMENT,VND,2025-08-31T02:59:59Z,ACTIVE,BR-473,16421150,BANK-VPB-005
ACCT-000785,CUST-000658,CUSTOMER,PAYMENT,VND,2025-05-02T05:59:59Z,ACTIVE,BR-678,49595868,BANK-MBB-003
ACCT-000786,CUST-000659,CUSTOMER,SAVINGS,VND,2025-01-24T06:59:59Z,ACTIVE,BR-887,17226437,BANK-TCB-002
ACCT-000787,CUST-000660,CUSTOMER,PAYMENT,VND,2025-08-23T07:59:59Z,ACTIVE,BR-580,43342711,BANK-VCB-001
ACCT-000788,CUST-000661,CUSTOMER,PAYMENT,VND,2025-03-05T10:59:59Z,ACTIVE,BR-280,53451460,BANK-TCB-002
ACCT-000789,CUST-000661,CUSTOMER,PAYMENT,VND,2024-12-30T06:59:59Z,ACTIVE,BR-602,32251423,BANK-VCB-001
ACCT-000790,CUST-000662,CUSTOMER,PAYMENT,VND,2024-10-02T11:59:59Z,ACTIVE,BR-231,134617359,BANK-ACB-004
ACCT-000791,CUST-000663,CUSTOMER,PAYMENT,VND,2025-07-31T01:59:59Z,ACTIVE,BR-216,74281128,BANK-VPB-005
ACCT-000792,CUST-000663,CUSTOMER,SAVINGS,VND,2025-08-12T10:59:59Z,ACTIVE,BR-269,90278989,BANK-VCB-001
ACCT-000793,CUST-000664,CUSTOMER,PAYMENT,VND,2024-05-13T06:59:59Z,ACTIVE,BR-658,53667774,BANK-VCB-001
ACCT-000794,CUST-000664,CUSTOMER,PAYMENT,VND,2024-09-19T03:59:59Z,ACTIVE,BR-579,40333950,BANK-ACB-004
ACCT-000795,CUST-000665,CUSTOMER,PAYMENT,VND,2024-12-26T11:59:59Z,ACTIVE,BR-360,826040,BANK-VCB-001
ACCT-000796,CUST-000666,CUSTOMER,SAVINGS,VND,2021-08-17T11:59:59Z,ACTIVE,BR-423,64560955,BANK-ACB-004
ACCT-000797,CUST-000667,CUSTOMER,PAYMENT,VND,2021-07-31T04:59:59Z,ACTIVE,BR-408,51984601,BANK-VPB-005
ACCT-000798,CUST-000668,CUSTOMER,PAYMENT,VND,2023-07-24T08:59:59Z,ACTIVE,BR-709,52359608,BANK-VCB-001
ACCT-000799,CUST-000669,CUSTOMER,SAVINGS,VND,2023-03-13T08:59:59Z,ACTIVE,BR-965,85581312,BANK-VCB-001
ACCT-000800,CUST-000669,CUSTOMER,PAYMENT,VND,2025-06-20T10:59:59Z,ACTIVE,BR-121,95974292,BANK-VPB-005
ACCT-000801,CUST-000670,CUSTOMER,SAVINGS,VND,2025-01-16T03:59:59Z,ACTIVE,BR-976,90718427,BANK-MBB-003
ACCT-000802,CUST-000671,CUSTOMER,PAYMENT,VND,2023-10-02T09:59:59Z,ACTIVE,BR-948,53216928,BANK-TCB-002
ACCT-000803,CUST-000671,CUSTOMER,PAYMENT,VND,2024-04-02T02:59:59Z,ACTIVE,BR-936,85546596,BANK-ACB-004
ACCT-000804,CUST-000672,CUSTOMER,PAYMENT,VND,2023-12-19T11:59:59Z,ACTIVE,BR-568,190650579,BANK-VCB-001
ACCT-000805,CUST-000673,CUSTOMER,PAYMENT,VND,2024-09-17T10:59:59Z,ACTIVE,BR-967,50865345,BANK-TCB-002
ACCT-000806,CUST-000674,CUSTOMER,PAYMENT,VND,2025-02-18T01:59:59Z,ACTIVE,BR-957,37294117,BANK-VCB-001
ACCT-000807,CUST-000675,CUSTOMER,PAYMENT,VND,2025-04-29T06:59:59Z,ACTIVE,BR-514,71280830,BANK-VCB-001
ACCT-000808,CUST-000676,CUSTOMER,PAYMENT,VND,2024-05-21T11:59:59Z,ACTIVE,BR-384,18752970,BANK-TCB-002
ACCT-000809,CUST-000677,CUSTOMER,PAYMENT,VND,2025-01-25T11:59:59Z,ACTIVE,BR-546,78908711,BANK-TCB-002
ACCT-000810,CUST-000678,CUSTOMER,SAVINGS,VND,2025-04-23T09:59:59Z,ACTIVE,BR-149,59574070,BANK-VPB-005
ACCT-000811,CUST-000679,CUSTOMER,SAVINGS,VND,2023-11-28T01:59:59Z,ACTIVE,BR-882,66675837,BANK-VCB-001
ACCT-000812,CUST-000680,CUSTOMER,PAYMENT,VND,2022-10-30T01:59:59Z,ACTIVE,BR-284,35726920,BANK-MBB-003
ACCT-000813,CUST-000681,CUSTOMER,PAYMENT,VND,2024-08-05T00:59:59Z,ACTIVE,BR-277,11056854,BANK-ACB-004
ACCT-000814,CUST-000682,CUSTOMER,PAYMENT,VND,2025-07-05T04:59:59Z,ACTIVE,BR-911,30382471,BANK-TCB-002
ACCT-000815,CUST-000683,CUSTOMER,PAYMENT,VND,2023-07-13T02:59:59Z,ACTIVE,BR-239,13824205,BANK-MBB-003
ACCT-000816,CUST-000684,CUSTOMER,PAYMENT,VND,2024-01-30T00:59:59Z,ACTIVE,BR-318,78932538,BANK-TCB-002
ACCT-000817,CUST-000685,CUSTOMER,PAYMENT,VND,2025-06-20T01:59:59Z,ACTIVE,BR-270,10711622,BANK-VCB-001
ACCT-000818,CUST-000686,CUSTOMER,PAYMENT,VND,2025-06-26T23:59:59Z,ACTIVE,BR-851,58560464,BANK-ACB-004
ACCT-000819,CUST-000687,CUSTOMER,PAYMENT,VND,2024-11-28T00:59:59Z,ACTIVE,BR-325,99424072,BANK-MBB-003
ACCT-000820,CUST-000688,CUSTOMER,PAYMENT,VND,2025-08-15T00:59:59Z,ACTIVE,BR-325,42596682,BANK-VPB-005
ACCT-000821,CUST-000689,CUSTOMER,SAVINGS,VND,2025-08-16T01:59:59Z,ACTIVE,BR-447,79564363,BANK-ACB-004
ACCT-000822,CUST-000690,CUSTOMER,PAYMENT,VND,2025-08-12T11:59:59Z,ACTIVE,BR-343,77870353,BANK-TCB-002
ACCT-000823,CUST-000691,CUSTOMER,PAYMENT,VND,2025-09-16T01:59:59Z,ACTIVE,BR-524,25147706,BANK-VPB-005
ACCT-000824,CUST-000692,CUSTOMER,SAVINGS,VND,2025-09-29T06:59:59Z,ACTIVE,BR-298,53762046,BANK-ACB-004
ACCT-000825,CUST-000693,CUSTOMER,PAYMENT,VND,2023-06-13T10:59:59Z,ACTIVE,BR-198,22793692,BANK-TCB-002
ACCT-000826,CUST-000694,CUSTOMER,SAVINGS,VND,2025-09-23T10:59:59Z,ACTIVE,BR-103,11220386,BANK-ACB-004
ACCT-000827,CUST-000694,CUSTOMER,SAVINGS,VND,2024-08-13T00:59:59Z,ACTIVE,BR-601,49883494,BANK-MBB-003
ACCT-000828,CUST-000695,CUSTOMER,SAVINGS,VND,2022-05-31T11:59:59Z,ACTIVE,BR-924,33517806,BANK-TCB-002
ACCT-000829,CUST-000696,CUSTOMER,PAYMENT,VND,2021-01-12T01:59:59Z,ACTIVE,BR-809,9662761,BANK-TCB-002
ACCT-000830,CUST-000697,CUSTOMER,PAYMENT,VND,2021-03-17T09:59:59Z,ACTIVE,BR-707,80181063,BANK-VCB-001
ACCT-000831,CUST-000698,CUSTOMER,PAYMENT,VND,2023-05-29T10:59:59Z,ACTIVE,BR-584,87490004,BANK-MBB-003
