transaction_id,source_account_ref,source_account_type,source_bank_id,destination_account_ref,destination_account_type,destination_bank_id,amount,currency,transaction_type,channel,purpose_code,description,occurred_at,direction,source_ip,device_id,is_cross_border,source_country,destination_country,data_visibility,evidence_source,payment_reference
TXN-00004424,ACCT-SHB-001305,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000467,EXTERNAL,BANK-VCB-EXT,1325866,VND,TRANSFER,MOBILE,TRANSFER,OUTBOUND-228404,2025-10-12T22:53:23Z,OUTBOUND,10.76.138.213,DEV-00001101,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-78921924
TXN-00004425,EXT-ACC-000357,EXTERNAL,BANK-ACB-EXT,ACCT-SHB-002327,INTERNAL_SHB,BANK-SHB-001,2169902,VND,TRANSFER,MOBILE,RENT,INBOUND-738309,2025-10-12T22:56:37Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-20979140
TXN-00004426,EXT-ACC-000263,EXTERNAL,BANK-TCB-EXT,ACCT-SHB-001058,INTERNAL_SHB,BANK-SHB-001,2456999,VND,TRANSFER,MOBILE,UTILITIES,INBOUND-396190,2025-10-12T22:59:51Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-51980470
TXN-00004427,EXT-ACC-000465,EXTERNAL,BANK-VCB-EXT,ACCT-SHB-001655,INTERNAL_SHB,BANK-SHB-001,2168266,VND,TRANSFER,INTERNET,UTILITIES,INBOUND-367395,2025-10-12T23:03:06Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-27985393
TXN-00004428,EXT-ACC-000533,EXTERNAL,BANK-VCB-EXT,ACCT-SHB-000341,INTERNAL_SHB,BANK-SHB-001,13388928,VND,TRANSFER,INTERNET,SERVICES,INBOUND-104676,2025-10-12T23:06:20Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-84969076
TXN-00004429,ACCT-SHB-002232,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001590,INTERNAL_SHB,BANK-SHB-001,1245682,VND,TRANSFER,INTERNET,UTILITIES,UTILITIES-452558,2025-10-12T23:09:35Z,INTERNAL,10.146.194.108,DEV-00001883,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-32091380
TXN-00004430,EXT-ACC-000374,EXTERNAL,BANK-VCB-EXT,ACCT-SHB-001166,INTERNAL_SHB,BANK-SHB-001,1998976,VND,TRANSFER,MOBILE,TRANSFER,INBOUND-748025,2025-10-12T23:12:49Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-92598029
TXN-00004431,ACCT-SHB-002089,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000114,EXTERNAL,BANK-FOREIGN-JP-DEMO,1919558,VND,FX,SWIFT,FX,OUTBOUND-494768,2025-10-12T23:16:03Z,OUTBOUND,10.191.198.145,DEV-00001765,true,VN,JP,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-63958366
TXN-00004432,ACCT-SHB-002443,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001457,INTERNAL_SHB,BANK-SHB-001,250917,VND,TRANSFER,MOBILE,CASH_OUT,CASH_OUT-986875,2025-10-12T23:19:18Z,INTERNAL,10.141.160.245,DEV-00000206,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-63860386
TXN-00004433,ACCT-SHB-001186,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000220,EXTERNAL,BANK-VCB-EXT,2821265,VND,TRANSFER,MOBILE,UTILITIES,OUTBOUND-237910,2025-10-12T23:22:32Z,OUTBOUND,10.240.169.76,DEV-00000996,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-76497567
TXN-00004434,ACCT-SHB-001500,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002062,INTERNAL_SHB,BANK-SHB-001,824255,VND,TRANSFER,MOBILE,PAYMENT,PAYMENT-859722,2025-10-12T23:25:47Z,INTERNAL,10.41.59.143,DEV-00001271,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-45937357
TXN-00004435,ACCT-SHB-000215,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000202,EXTERNAL,BANK-FOREIGN-KR-DEMO,2146629,VND,FX,SWIFT,FX,OUTBOUND-454294,2025-10-12T23:29:01Z,OUTBOUND,10.1.48.48,DEV-00000181,true,VN,KR,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-62526874
TXN-00004436,ACCT-SHB-001000,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000386,INTERNAL_SHB,BANK-SHB-001,1420150,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-765890,2025-10-12T23:32:15Z,INTERNAL,10.43.11.198,DEV-00000845,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-51277248
TXN-00004437,ACCT-SHB-001917,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002047,INTERNAL_SHB,BANK-SHB-001,5917629,VND,TRANSFER,INTERNET,INVOICE,INVOICE-329928,2025-10-12T23:35:30Z,INTERNAL,10.17.66.135,DEV-00001623,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-33759387
TXN-00004438,EXT-ACC-000032,EXTERNAL,BANK-ACB-EXT,ACCT-SHB-000873,INTERNAL_SHB,BANK-SHB-001,1882802,VND,TRANSFER,ATM,PAYMENT,INBOUND-135672,2025-10-12T23:38:44Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-54754125
TXN-00004439,ACCT-SHB-001746,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000557,EXTERNAL,BANK-VPB-EXT,2319455,VND,TRANSFER,MOBILE,TRANSFER,OUTBOUND-758741,2025-10-12T23:41:59Z,OUTBOUND,10.180.98.184,DEV-00001482,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-57176574
TXN-00004440,ACCT-SHB-002219,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002179,INTERNAL_SHB,BANK-SHB-001,1722375,VND,TRANSFER,ATM,UTILITIES,UTILITIES-476729,2025-10-12T23:45:13Z,INTERNAL,10.194.128.156,DEV-00001872,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-48189134
TXN-00004441,ACCT-SHB-002129,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002010,INTERNAL_SHB,BANK-SHB-001,13583394,VND,TRANSFER,INTERNET,TRANSFER,TRANSFER-616839,2025-10-12T23:48:27Z,INTERNAL,10.176.168.1,DEV-00001799,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-16833652
TXN-00004442,ACCT-SHB-001435,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000490,INTERNAL_SHB,BANK-SHB-001,731427,VND,TRANSFER,ATM,RENT,RENT-847385,2025-10-12T23:51:42Z,INTERNAL,10.214.47.65,DEV-00001213,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-59039745
TXN-00004443,ACCT-SHB-000263,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000137,INTERNAL_SHB,BANK-SHB-001,8728585,VND,TRANSFER,MOBILE,INVOICE,INVOICE-407077,2025-10-12T23:54:56Z,INTERNAL,10.127.42.37,DEV-00000225,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-87622948
TXN-00004444,ACCT-SHB-001746,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000285,EXTERNAL,BANK-VCB-EXT,9805470,VND,TRANSFER,INTERNET,SERVICES,OUTBOUND-791730,2025-10-12T23:58:11Z,OUTBOUND,10.180.98.184,DEV-00001482,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-84148235
TXN-00004445,EXT-ACC-000748,EXTERNAL,BANK-MBB-EXT,ACCT-SHB-002342,INTERNAL_SHB,BANK-SHB-001,1115085,VND,TRANSFER,INTERNET,TRANSFER,INBOUND-966658,2025-10-13T00:01:25Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-30900677
TXN-00004446,EXT-ACC-000452,EXTERNAL,BANK-VCB-EXT,ACCT-SHB-001362,INTERNAL_SHB,BANK-SHB-001,4132147,VND,TRANSFER,MOBILE,RENT,INBOUND-806817,2025-10-13T00:04:39Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-41630512
TXN-00004447,EXT-ACC-000046,EXTERNAL,BANK-VPB-EXT,ACCT-SHB-001082,INTERNAL_SHB,BANK-SHB-001,2768287,VND,TRANSFER,MOBILE,PAYMENT,INBOUND-703982,2025-10-13T00:07:54Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-73817879
TXN-00004448,ACCT-SHB-000684,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000324,INTERNAL_SHB,BANK-SHB-001,1280983,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-320384,2025-10-13T00:11:08Z,INTERNAL,10.73.36.113,DEV-00000580,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-44475453
TXN-00004449,ACCT-SHB-002218,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000738,EXTERNAL,BANK-TCB-EXT,1398458,VND,TRANSFER,MOBILE,UTILITIES,OUTBOUND-793844,2025-10-13T00:14:22Z,OUTBOUND,10.168.63.23,DEV-00001871,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-86178717
TXN-00004450,EXT-ACC-000570,EXTERNAL,BANK-FOREIGN-SG-DEMO,ACCT-SHB-000267,INTERNAL_SHB,BANK-SHB-001,1507263,VND,FX,SWIFT,FX,INBOUND-195882,2025-10-13T00:17:37Z,INBOUND,,,true,SG,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-83305780
TXN-00004451,ACCT-SHB-002034,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000413,EXTERNAL,BANK-MBB-EXT,2986014,VND,TRANSFER,INTERNET,TRANSFER,OUTBOUND-529982,2025-10-13T00:20:51Z,OUTBOUND,10.232.91.204,DEV-00001719,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-22742709
TXN-00004452,ACCT-SHB-001667,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001669,INTERNAL_SHB,BANK-SHB-001,1230100,VND,TRANSFER,MOBILE,TRANSFER,TRANSFER-173453,2025-10-13T00:24:06Z,INTERNAL,10.242.30.241,DEV-00001414,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-80754901
TXN-00004453,ACCT-SHB-001375,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001138,INTERNAL_SHB,BANK-SHB-001,2475388,VND,TRANSFER,MOBILE,TRANSFER,TRANSFER-328175,2025-10-13T00:27:20Z,INTERNAL,10.5.107.171,DEV-00001160,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-56008490
TXN-00004454,ACCT-SHB-002204,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000664,INTERNAL_SHB,BANK-SHB-001,2045370,VND,TRANSFER,ATM,PAYMENT,PAYMENT-612311,2025-10-13T00:30:34Z,INTERNAL,10.200.3.150,DEV-00001860,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-31538986
TXN-00004455,EXT-ACC-000896,EXTERNAL,BANK-TCB-EXT,ACCT-SHB-000118,INTERNAL_SHB,BANK-SHB-001,1602817,VND,TRANSFER,MOBILE,TRANSFER,INBOUND-182155,2025-10-13T00:33:49Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-98117726
TXN-00004456,ACCT-SHB-001051,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000378,EXTERNAL,BANK-VCB-EXT,579101,VND,TRANSFER,MOBILE,TRANSFER,OUTBOUND-298231,2025-10-13T00:37:03Z,OUTBOUND,10.64.65.245,DEV-00000887,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-94480432
TXN-00004457,EXT-ACC-000881,EXTERNAL,BANK-TCB-EXT,ACCT-SHB-001454,INTERNAL_SHB,BANK-SHB-001,2849495,VND,TRANSFER,MOBILE,UTILITIES,INBOUND-286312,2025-10-13T00:40:18Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-17807688
TXN-00004458,ACCT-SHB-001895,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002187,INTERNAL_SHB,BANK-SHB-001,5029380,VND,TRANSFER,API,INVOICE,INVOICE-282273,2025-10-13T00:43:32Z,INTERNAL,10.64.212.164,DEV-00001604,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-43165139
TXN-00004459,EXT-ACC-000577,EXTERNAL,BANK-MBB-EXT,ACCT-SHB-002204,INTERNAL_SHB,BANK-SHB-001,1116563,VND,TRANSFER,INTERNET,UTILITIES,INBOUND-269981,2025-10-13T00:46:46Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-14806330
TXN-00004460,EXT-ACC-000578,EXTERNAL,BANK-MBB-EXT,ACCT-SHB-000711,INTERNAL_SHB,BANK-SHB-001,5516594,VND,TRANSFER,API,SERVICES,INBOUND-621059,2025-10-13T00:50:01Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-12067373
TXN-00004461,ACCT-SHB-001719,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001338,INTERNAL_SHB,BANK-SHB-001,2991946,VND,TRANSFER,INTERNET,SERVICES,SERVICES-731783,2025-10-13T00:53:15Z,INTERNAL,10.124.29.68,DEV-00001459,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-16020589
TXN-00004462,ACCT-SHB-001536,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000706,INTERNAL_SHB,BANK-SHB-001,231822,VND,TRANSFER,ATM,PAYMENT,PAYMENT-907658,2025-10-13T00:56:30Z,INTERNAL,10.33.87.145,DEV-00001302,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-42325119
TXN-00004463,ACCT-SHB-002362,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002212,INTERNAL_SHB,BANK-SHB-001,2136796,VND,TRANSFER,MOBILE,RENT,RENT-585179,2025-10-13T00:59:44Z,INTERNAL,10.25.167.30,DEV-00001992,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-23305794
TXN-00004464,ACCT-SHB-002313,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000746,INTERNAL_SHB,BANK-SHB-001,1811962,VND,TRANSFER,MOBILE,PAYMENT,PAYMENT-765483,2025-10-13T01:02:58Z,INTERNAL,10.143.218.136,DEV-00001949,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-66108723
TXN-00004465,ACCT-SHB-002157,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000115,INTERNAL_SHB,BANK-SHB-001,4668135,VND,TRANSFER,INTERNET,PAYMENT,PAYMENT-985898,2025-10-13T01:06:13Z,INTERNAL,10.62.110.182,DEV-00001822,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-58303454
TXN-00004466,EXT-ACC-000822,EXTERNAL,BANK-VCB-EXT,ACCT-SHB-000324,INTERNAL_SHB,BANK-SHB-001,5012401,VND,TRANSFER,INTERNET,SERVICES,INBOUND-456050,2025-10-13T01:09:27Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-47358204
TXN-00004467,ACCT-SHB-001851,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001687,INTERNAL_SHB,BANK-SHB-001,1735606,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-479163,2025-10-13T01:12:42Z,INTERNAL,10.201.125.24,DEV-00001568,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-16069402
TXN-00004468,EXT-ACC-000384,EXTERNAL,BANK-VPB-EXT,ACCT-SHB-000021,INTERNAL_SHB,BANK-SHB-001,1652003,VND,TRANSFER,MOBILE,PAYMENT,INBOUND-631133,2025-10-13T01:15:56Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-89468708
TXN-00004469,ACCT-SHB-001733,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000556,INTERNAL_SHB,BANK-SHB-001,2455144,VND,TRANSFER,ATM,RENT,RENT-343530,2025-10-13T01:19:10Z,INTERNAL,10.68.80.162,DEV-00001470,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-26659490
TXN-00004470,EXT-ACC-000705,EXTERNAL,BANK-ACB-EXT,ACCT-SHB-002124,INTERNAL_SHB,BANK-SHB-001,288284,VND,TRANSFER,MOBILE,PAYMENT,INBOUND-433053,2025-10-13T01:22:25Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-32774705
TXN-00004471,ACCT-SHB-001679,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000218,EXTERNAL,BANK-TCB-EXT,252980,VND,TRANSFER,MOBILE,TRANSFER,OUTBOUND-515367,2025-10-13T01:25:39Z,OUTBOUND,10.139.221.92,DEV-00001424,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-44583050
TXN-00004472,EXT-ACC-000674,EXTERNAL,BANK-VPB-EXT,ACCT-SHB-000106,INTERNAL_SHB,BANK-SHB-001,936618,VND,TRANSFER,MOBILE,PAYMENT,INBOUND-924972,2025-10-13T01:28:54Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-85135858
TXN-00004473,ACCT-SHB-001737,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001880,INTERNAL_SHB,BANK-SHB-001,2029771,VND,TRANSFER,MOBILE,PAYMENT,PAYMENT-254363,2025-10-13T01:32:08Z,INTERNAL,10.19.180.167,DEV-00001474,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-37187698
TXN-00004474,EXT-ACC-000934,EXTERNAL,BANK-TCB-EXT,ACCT-SHB-001361,INTERNAL_SHB,BANK-SHB-001,1274805,VND,TRANSFER,BRANCH,CASH_OUT,INBOUND-314966,2025-10-13T01:35:22Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-96520073
TXN-00004475,ACCT-SHB-001198,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000785,EXTERNAL,BANK-VPB-EXT,1735937,VND,TRANSFER,ATM,TRANSFER,OUTBOUND-477162,2025-10-13T01:38:37Z,OUTBOUND,10.224.14.3,DEV-00001007,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-99421312
TXN-00004476,EXT-ACC-000670,EXTERNAL,BANK-VCB-EXT,ACCT-SHB-000489,INTERNAL_SHB,BANK-SHB-001,4458786,VND,TRANSFER,API,INVOICE,INBOUND-966413,2025-10-13T01:41:51Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-18031101
TXN-00004477,ACCT-SHB-001758,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000737,INTERNAL_SHB,BANK-SHB-001,3125531,VND,TRANSFER,MOBILE,PAYMENT,PAYMENT-613938,2025-10-13T01:45:06Z,INTERNAL,10.57.10.206,DEV-00001492,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-77358625
TXN-00004478,ACCT-SHB-000127,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000976,EXTERNAL,BANK-MBB-EXT,213053,VND,TRANSFER,MOBILE,PAYMENT,OUTBOUND-238686,2025-10-13T01:48:20Z,OUTBOUND,10.125.217.46,DEV-00000106,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-57612122
TXN-00004479,ACCT-SHB-000546,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001422,INTERNAL_SHB,BANK-SHB-001,2406044,VND,TRANSFER,MOBILE,TRANSFER,TRANSFER-128986,2025-10-13T01:51:34Z,INTERNAL,10.22.181.59,DEV-00000464,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-93191210
TXN-00004480,ACCT-SHB-002451,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000722,INTERNAL_SHB,BANK-SHB-001,2743156,VND,TRANSFER,INTERNET,SERVICES,SERVICES-436775,2025-10-13T01:54:49Z,INTERNAL,10.76.121.168,DEV-00000977,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-67130868
TXN-00004481,ACCT-SHB-001999,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000527,EXTERNAL,BANK-TCB-EXT,408498,VND,TRANSFER,MOBILE,CASH_OUT,OUTBOUND-878109,2025-10-13T01:58:03Z,OUTBOUND,10.73.167.199,DEV-00001690,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-83124253
TXN-00004482,ACCT-SHB-001535,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000651,EXTERNAL,BANK-MBB-EXT,1420484,VND,TRANSFER,MOBILE,TRANSFER,OUTBOUND-907211,2025-10-13T02:01:18Z,OUTBOUND,10.7.237.194,DEV-00001301,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-50513310
TXN-00004483,ACCT-SHB-001721,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000399,EXTERNAL,BANK-TCB-EXT,1734472,VND,TRANSFER,ATM,PAYMENT,OUTBOUND-355271,2025-10-13T02:04:32Z,OUTBOUND,10.168.80.65,DEV-00001461,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-67220423
TXN-00004484,EXT-ACC-000872,EXTERNAL,BANK-VPB-EXT,ACCT-SHB-000924,INTERNAL_SHB,BANK-SHB-001,1931028,VND,TRANSFER,MOBILE,UTILITIES,INBOUND-104291,2025-10-13T02:07:46Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-27854512
TXN-00004485,ACCT-SHB-000861,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000765,INTERNAL_SHB,BANK-SHB-001,1090199,VND,TRANSFER,MOBILE,UTILITIES,UTILITIES-152558,2025-10-13T02:11:01Z,INTERNAL,10.106.138.200,DEV-00000728,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-64293973
TXN-00004486,EXT-ACC-000249,EXTERNAL,BANK-VPB-EXT,ACCT-SHB-001959,INTERNAL_SHB,BANK-SHB-001,2607281,VND,TRANSFER,INTERNET,PAYMENT,INBOUND-860931,2025-10-13T02:14:15Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-71129283
TXN-00004487,ACCT-SHB-000838,INTERNAL_SHB,BANK-SHB-001,EXT-ACC-000389,EXTERNAL,BANK-MBB-EXT,3703105,VND,TRANSFER,INTERNET,TRANSFER,OUTBOUND-101536,2025-10-13T02:17:29Z,OUTBOUND,10.114.15.252,DEV-00000706,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-82427706
TXN-00004488,EXT-ACC-000515,EXTERNAL,BANK-MBB-EXT,ACCT-SHB-000760,INTERNAL_SHB,BANK-SHB-001,183763,VND,TRANSFER,MOBILE,TRANSFER,INBOUND-145480,2025-10-13T02:20:44Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-21394096
TXN-00004489,ACCT-SHB-000157,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002137,INTERNAL_SHB,BANK-SHB-001,14214671,VND,TRANSFER,MOBILE,TRANSFER,TRANSFER-320420,2025-10-13T02:23:58Z,INTERNAL,10.63.207.4,DEV-00000130,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-27529184
TXN-00004490,ACCT-SHB-000823,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002195,INTERNAL_SHB,BANK-SHB-001,2617550,VND,TRANSFER,INTERNET,INVOICE,INVOICE-894141,2025-10-13T02:27:13Z,INTERNAL,10.0.33.109,DEV-00000694,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-59378365
TXN-00004491,EXT-ACC-000297,EXTERNAL,BANK-VCB-EXT,ACCT-SHB-002365,INTERNAL_SHB,BANK-SHB-001,3195823,VND,TRANSFER,MOBILE,TRANSFER,INBOUND-135754,2025-10-13T02:30:27Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-23037411
TXN-00004492,ACCT-SHB-001577,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-002457,INTERNAL_SHB,BANK-SHB-001,2320219,VND,TRANSFER,MOBILE,TRANSFER,TRANSFER-942871,2025-10-13T02:33:41Z,INTERNAL,10.15.111.48,DEV-00001337,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-14604262
TXN-00004493,ACCT-SHB-001976,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-000838,INTERNAL_SHB,BANK-SHB-001,2466985,VND,TRANSFER,INTERNET,TRANSFER,TRANSFER-262545,2025-10-13T02:36:56Z,INTERNAL,10.25.134.113,DEV-00001672,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-21546719
TXN-00004494,ACCT-SHB-000483,INTERNAL_SHB,BANK-SHB-001,ACCT-SHB-001487,INTERNAL_SHB,BANK-SHB-001,2572170,VND,TRANSFER,MOBILE,RENT,RENT-342916,2025-10-13T02:40:10Z,INTERNAL,10.214.39.24,DEV-00000409,false,VN,VN,FULL_INTERNAL,SHB_TRANSACTION_LEDGER,PAYREF-41427109
TXN-00004495,EXT-ACC-000956,EXTERNAL,BANK-MBB-EXT,ACCT-SHB-000454,INTERNAL_SHB,BANK-SHB-001,1681827,VND,TRANSFER,INTERNET,UTILITIES,INBOUND-780617,2025-10-13T02:43:25Z,INBOUND,,,false,VN,VN,PAYMENT_MESSAGE_ONLY,PAYMENT_MESSAGE,PAYREF-63376920
